'The Doctor' Romanov | Sabre,$4.59,$4.79
Negev | Prototype (Field-Tested),$0.11,$0.12
Negev | Prototype (Minimal Wear),$0.20,$0.21
Negev | Prototype (Well-Worn),$0.10,$0.11
Negev | Terrain (Factory New),$0.27,$0.28
Negev | Terrain (Field-Tested),$0.11,$0.12
Negev | Terrain (Minimal Wear),$0.17,$0.18
Negev | Terrain (Well-Worn),$0.11,$0.12
Nova | Antique (Factory New),$5.66,$5.91
Nova | Antique (Field-Tested),$5.04,$5.26
Nova | Antique (Minimal Wear),$4.40,$4.60
Nova | Baroque Orange (Battle-Scarred),$21.98,$22.97
Nova | Baroque Orange (Factory New),$25.54,$26.70
Nova | Baroque Orange (Field-Tested),$19.11,$19.97
Nova | Baroque Orange (Minimal Wear),$23.22,$24.27
Nova | Baroque Orange (Well-Worn),$19.28,$20.15
Nova | Blaze Orange (Battle-Scarred),$3.98,$4.16
Nova | Blaze Orange (Factory New),$84.21,$88.03
Nova | Blaze Orange (Field-Tested),$4.40,$4.60
Nova | Blaze Orange (Minimal Wear),$7.83,$8.18
Nova | Blaze Orange (Well-Worn),$3.98,$4.16
Nova | Bloomstick (Battle-Scarred),$3.33,$3.48
Nova | Bloomstick (Factory New),$28.02,$29.29
Nova | Bloomstick (Field-Tested),$2.68,$2.80
Nova | Bloomstick (Minimal Wear),$7.33,$7.66
Nova | Bloomstick (Well-Worn),$4.15,$4.33
Nova | Caged Steel (Factory New),$0.11,$0.12
Nova | Caged Steel (Field-Tested),$0.07,$0.08
Nova | Caged Steel (Minimal Wear),$0.08,$0.09
Nova | Candy Apple (Factory New),$0.13,$0.14
Nova | Candy Apple (Field-Tested),$0.07,$0.08
Nova | Candy Apple (Minimal Wear),$0.07,$0.08
Nova | Exo (Battle-Scarred),$0.12,$0.13
Nova | Exo (Factory New),$0.20,$0.21
Nova | Exo (Field-Tested),$0.09,$0.10
Nova | Exo (Minimal Wear),$0.14,$0.15
Nova | Exo (Well-Worn),$0.11,$0.12
Nova | Forest Leaves (Battle-Scarred),$9.19,$9.60
Nova | Forest Leaves (Factory New),$4.98,$5.20
Nova | Forest Leaves (Field-Tested),$0.63,$0.65
Nova | Forest Leaves (Minimal Wear),$1.24,$1.29
Nova | Forest Leaves (Well-Worn),$0.51,$0.53
Nova | Ghost Camo (Factory New),$0.59,$0.61
Nova | Ghost Camo (Field-Tested),$0.49,$0.51
Nova | Graphite (Factory New),$4.62,$4.83
Nova | Graphite (Minimal Wear),$3.85,$4.02
Nova | Green Apple (Factory New),$3.76,$3.93
Nova | Green Apple (Field-Tested),$3.77,$3.94
Nova | Green Apple (Minimal Wear),$3.48,$3.63
Nova | Hyper Beast (Battle-Scarred),$5.15,$5.38
Nova | Hyper Beast (Factory New),$17.35,$18.13
Nova | Hyper Beast (Field-Tested),$5.29,$5.53
Nova | Hyper Beast (Minimal Wear),$7.10,$7.42
Nova | Hyper Beast (Well-Worn),$4.95,$5.17
Nova | Koi (Factory New),$1.12,$1.17
Nova | Koi (Field-Tested),$0.52,$0.54
Nova | Koi (Minimal Wear),$0.61,$0.63
Nova | Mandrel (Battle-Scarred),$0.03,$0.04
Nova | Mandrel (Factory New),$0.07,$0.08
Nova | Mandrel (Field-Tested),$0.03,$0.04
Nova | Mandrel (Minimal Wear),$0.04,$0.05
Nova | Mandrel (Well-Worn),$0.03,$0.04
Nova | Modern Hunter (Battle-Scarred),$4.38,$4.57
Nova | Modern Hunter (Factory New),$91.81,$95.98
Nova | Modern Hunter (Field-Tested),$3.72,$3.88
Nova | Modern Hunter (Minimal Wear),$10.75,$11.23
Nova | Modern Hunter (Well-Worn),$11.46,$11.98
Nova | Moon in Libra (Battle-Scarred),$0.70,$0.73
Nova | Moon in Libra (Factory New),$0.85,$0.88
Nova | Moon in Libra (Field-Tested),$0.68,$0.71
Nova | Moon in Libra (Minimal Wear),$0.75,$0.78
Nova | Moon in Libra (Well-Worn),$0.62,$0.64
Nova | Plume (Battle-Scarred),$0.19,$0.20
Nova | Plume (Factory New),$0.55,$0.57
Nova | Plume (Field-Tested),$0.20,$0.21
Nova | Plume (Minimal Wear),$0.34,$0.35
Nova | Plume (Well-Worn),$0.31,$0.32
Nova | Polar Mesh (Battle-Scarred),$0.03,$0.04
Nova | Polar Mesh (Factory New),$0.15,$0.16
Nova | Polar Mesh (Field-Tested),$0.03,$0.04
Nova | Polar Mesh (Minimal Wear),$0.03,$0.04
Nova | Polar Mesh (Well-Worn),$0.03,$0.04
Nova | Predator (Battle-Scarred),$0.03,$0.04
Nova | Predator (Factory New),$0.15,$0.16
Nova | Predator (Field-Tested),$0.03,$0.04
Nova | Predator (Minimal Wear),$0.03,$0.04
Nova | Predator (Well-Worn),$0.03,$0.04
Nova | Ranger (Battle-Scarred),$0.19,$0.20
Nova | Ranger (Factory New),$0.56,$0.58
Nova | Ranger (Field-Tested),$0.20,$0.21
Nova | Ranger (Minimal Wear),$0.29,$0.30
Nova | Ranger (Well-Worn),$0.24,$0.25
Nova | Rising Skull (Battle-Scarred),$11.30,$11.81
Nova | Rising Skull (Factory New),$3.45,$3.60
Nova | Rising Skull (Field-Tested),$2.26,$2.36
Nova | Rising Skull (Minimal Wear),$2.90,$3.03
Nova | Rising Skull (Well-Worn),$2.53,$2.64
Nova | Sand Dune (Battle-Scarred),$0.03,$0.04
Nova | Sand Dune (Factory New),$0.11,$0.12
Nova | Sand Dune (Field-Tested),$0.03,$0.04
Nova | Sand Dune (Minimal Wear),$0.03,$0.04
Nova | Sand Dune (Well-Worn),$0.03,$0.04
Nova | Tempest (Factory New),$10.91,$11.40
Nova | Tempest (Field-Tested),$2.86,$2.99
Nova | Tempest (Minimal Wear),$2.89,$3.02
Nova | Toy Soldier (Battle-Scarred),$0.35,$0.36
Nova | Toy Soldier (Factory New),$2.20,$2.30
Nova | Toy Soldier (Field-Tested),$0.38,$0.39
Nova | Toy Soldier (Minimal Wear),$0.78,$0.81
Nova | Toy Soldier (Well-Worn),$0.38,$0.39
Nova | Walnut (Battle-Scarred),$0.34,$0.35
Nova | Walnut (Factory New),$4.78,$4.99
Nova | Walnut (Field-Tested),$0.34,$0.35
Nova | Walnut (Minimal Wear),$0.72,$0.75
Nova | Walnut (Well-Worn),$0.40,$0.41
Nova | Wild Six (Battle-Scarred),$0.37,$0.38
Nova | Wild Six (Factory New),$1.14,$1.19
Nova | Wild Six (Field-Tested),$0.38,$0.39
Nova | Wild Six (Minimal Wear),$0.63,$0.65
Nova | Wild Six (Well-Worn),$0.40,$0.41
Nova | Wood Fired (Battle-Scarred),$0.08,$0.09
Nova | Wood Fired (Factory New),$0.22,$0.23
Nova | Wood Fired (Field-Tested),$0.08,$0.09
Nova | Wood Fired (Minimal Wear),$0.10,$0.11
Nova | Wood Fired (Well-Worn),$0.08,$0.09
Nuke Pin,$5.79,$6.05
Office Pin,$7.64,$7.98
Operation Bloodhound Access Pass,$54.36,$56.83
Operation Bravo Case,$29.75,$31.10
Operation Bravo Pass,$131.42,$137.39
Operation Breakout All Access Pass,$56.49,$59.05
Operation Breakout Case Key,$11.28,$11.79
Operation Breakout Weapon Case,$0.88,$0.92
Operation Hydra Access Pass,$18.32,$19.15
Operation Hydra Case,$5.53,$5.78
Operation Hydra Case Key,$3.00,$3.13
Operation Payback Pass,$196.51,$205.44
Operation Phoenix Case Key,$6.55,$6.84
Operation Phoenix Pass,$74.25,$77.62
Operation Phoenix Weapon Case,$0.48,$0.50
Operation Shattered Web Premium Pass,$26.03,$27.21
Operation Vanguard Access Pass,$433.77,$453.48
Operation Vanguard Case Key,$6.82,$7.13
Operation Vanguard Weapon Case,$0.59,$0.61
Operation Wildfire Access Pass,$92.79,$97.00
Operation Wildfire Case,$0.15,$0.16
Operation Wildfire Case Key,$6.16,$6.44
Operator | FBI SWAT,$0.91,$0.95
Osiris | Elite Crew,$0.49,$0.51
Overpass Pin,$6.69,$6.99
P2000 | Acid Etched (Battle-Scarred),$0.66,$0.69
P2000 | Acid Etched (Factory New),$2.98,$3.11
P2000 | Acid Etched (Field-Tested),$0.82,$0.85
P2000 | Acid Etched (Minimal Wear),$1.69,$1.76
P2000 | Acid Etched (Well-Worn),$0.69,$0.72
P2000 | Amber Fade (Factory New),$7.51,$7.85
P2000 | Amber Fade (Field-Tested),$2.31,$2.41
P2000 | Amber Fade (Minimal Wear),$4.11,$4.29
P2000 | Amber Fade (Well-Worn),$2.33,$2.43
P2000 | Chainmail (Factory New),$32.61,$34.09
P2000 | Chainmail (Field-Tested),$43.56,$45.54
P2000 | Chainmail (Minimal Wear),$87.05,$91.00
P2000 | Coach Class (Battle-Scarred),$1.93,$2.01
P2000 | Coach Class (Factory New),$5.35,$5.59
P2000 | Coach Class (Field-Tested),$2.57,$2.68
P2000 | Coach Class (Minimal Wear),$2.87,$3.00
P2000 | Coach Class (Well-Worn),$2.20,$2.30
P2000 | Corticera (Factory New),$8.47,$8.85
P2000 | Corticera (Field-Tested),$3.50,$3.65
P2000 | Corticera (Minimal Wear),$3.92,$4.09
P2000 | Fire Elemental (Battle-Scarred),$6.43,$6.72
P2000 | Fire Elemental (Factory New),$15.07,$15.75
P2000 | Fire Elemental (Field-Tested),$5.99,$6.26
P2000 | Fire Elemental (Minimal Wear),$7.89,$8.24
P2000 | Fire Elemental (Well-Worn),$11.86,$12.39
P2000 | Granite Marbleized (Battle-Scarred),$0.06,$0.07
P2000 | Granite Marbleized (Factory New),$0.24,$0.25
P2000 | Granite Marbleized (Field-Tested),$0.06,$0.07
P2000 | Granite Marbleized (Minimal Wear),$0.08,$0.09
P2000 | Granite Marbleized (Well-Worn),$0.07,$0.08
P2000 | Grassland (Battle-Scarred),$0.44,$0.46
P2000 | Grassland (Factory New),$2.97,$3.10
P2000 | Grassland (Field-Tested),$0.48,$0.50
P2000 | Grassland (Minimal Wear),$0.75,$0.78
P2000 | Grassland (Well-Worn),$0.42,$0.43
P2000 | Grassland Leaves (Battle-Scarred),$2.53,$2.64
P2000 | Grassland Leaves (Factory New),$57.20,$59.80
P2000 | Grassland Leaves (Field-Tested),$3.30,$3.45
P2000 | Grassland Leaves (Minimal Wear),$10.65,$11.13
P2000 | Grassland Leaves (Well-Worn),$2.67,$2.79
P2000 | Handgun (Battle-Scarred),$0.38,$0.39
P2000 | Handgun (Factory New),$3.17,$3.31
P2000 | Handgun (Field-Tested),$0.48,$0.50
P2000 | Handgun (Minimal Wear),$0.94,$0.98
P2000 | Handgun (Well-Worn),$0.38,$0.39
P2000 | Imperial (Factory New),$0.52,$0.54
P2000 | Imperial (Field-Tested),$0.37,$0.38
P2000 | Imperial (Minimal Wear),$0.45,$0.47
P2000 | Imperial Dragon (Battle-Scarred),$2.21,$2.31
P2000 | Imperial Dragon (Factory New),$5.43,$5.67
P2000 | Imperial Dragon (Field-Tested),$2.07,$2.16
P2000 | Imperial Dragon (Minimal Wear),$2.94,$3.07
P2000 | Imperial Dragon (Well-Worn),$2.51,$2.62
P2000 | Ivory (Battle-Scarred),$0.08,$0.09
P2000 | Ivory (Factory New),$0.25,$0.26
P2000 | Ivory (Field-Tested),$0.08,$0.09
P2000 | Ivory (Minimal Wear),$0.11,$0.12
P2000 | Ivory (Well-Worn),$0.08,$0.09
P2000 | Obsidian (Battle-Scarred),$0.49,$0.51
P2000 | Obsidian (Factory New),$3.09,$3.23
P2000 | Obsidian (Field-Tested),$0.59,$0.61
P2000 | Obsidian (Minimal Wear),$1.35,$1.41
P2000 | Obsidian (Well-Worn),$0.45,$0.47
P2000 | Ocean Foam (Factory New),$102.63,$107.29
P2000 | Ocean Foam (Minimal Wear),$66.04,$69.04
P2000 | Oceanic (Battle-Scarred),$0.09,$0.10
P2000 | Oceanic (Factory New),$0.27,$0.28
P2000 | Oceanic (Field-Tested),$0.09,$0.10
P2000 | Oceanic (Minimal Wear),$0.15,$0.16
P2000 | Oceanic (Well-Worn),$0.14,$0.15
P2000 | Pathfinder (Factory New),$4.12,$4.30
P2000 | Pathfinder (Field-Tested),$3.46,$3.61
P2000 | Pathfinder (Minimal Wear),$3.78,$3.95
P2000 | Pulse (Battle-Scarred),$0.22,$0.23
P2000 | Pulse (Factory New),$0.46,$0.48
P2000 | Pulse (Field-Tested),$0.20,$0.21
P2000 | Pulse (Minimal Wear),$0.28,$0.29
P2000 | Pulse (Well-Worn),$0.34,$0.35
P2000 | Red FragCam (Battle-Scarred),$0.29,$0.30
P2000 | Red FragCam (Factory New),$0.75,$0.78
P2000 | Red FragCam (Field-Tested),$0.29,$0.30
P2000 | Red FragCam (Minimal Wear),$0.47,$0.49
P2000 | Red FragCam (Well-Worn),$0.33,$0.34
P2000 | Scorpion (Factory New),$2.09,$2.18
P2000 | Scorpion (Minimal Wear),$7.60,$7.94
P2000 | Silver (Factory New),$4.58,$4.78
P2000 | Silver (Minimal Wear),$7.84,$8.19
P2000 | Turf (Battle-Scarred),$0.11,$0.12
P2000 | Turf (Factory New),$0.40,$0.41
P2000 | Turf (Field-Tested),$0.13,$0.14
P2000 | Turf (Minimal Wear),$0.17,$0.18
P2000 | Turf (Well-Worn),$0.12,$0.13
P2000 | Urban Hazard (Battle-Scarred),$0.08,$0.09
P2000 | Urban Hazard (Factory New),$0.26,$0.27
P2000 | Urban Hazard (Field-Tested),$0.08,$0.09
P2000 | Urban Hazard (Minimal Wear),$0.09,$0.10
P2000 | Urban Hazard (Well-Worn),$0.08,$0.09
P2000 | Woodsman (Battle-Scarred),$1.72,$1.79
P2000 | Woodsman (Factory New),$3.77,$3.94
P2000 | Woodsman (Field-Tested),$2.36,$2.46
P2000 | Woodsman (Minimal Wear),$3.31,$3.46
P2000 | Woodsman (Well-Worn),$1.92,$2.00
P250 | Asiimov (Battle-Scarred),$3.50,$3.65
P250 | Asiimov (Field-Tested),$5.19,$5.42
P250 | Asiimov (Minimal Wear),$22.88,$23.92
P250 | Asiimov (Well-Worn),$5.06,$5.29
P250 | Bone Mask (Battle-Scarred),$0.31,$0.32
P250 | Bone Mask (Factory New),$1.92,$2.00
P250 | Bone Mask (Field-Tested),$0.38,$0.39
P250 | Bone Mask (Minimal Wear),$0.48,$0.50
P250 | Bone Mask (Well-Worn),$0.35,$0.36
P250 | Boreal Forest (Battle-Scarred),$0.03,$0.04
P250 | Boreal Forest (Factory New),$0.17,$0.18
P250 | Boreal Forest (Field-Tested),$0.03,$0.04
P250 | Boreal Forest (Minimal Wear),$0.03,$0.04
P250 | Boreal Forest (Well-Worn),$0.03,$0.04
P250 | Cartel (Battle-Scarred),$3.12,$3.26
P250 | Cartel (Factory New),$10.50,$10.97
P250 | Cartel (Field-Tested),$3.34,$3.49
P250 | Cartel (Minimal Wear),$4.79,$5.00
P250 | Cartel (Well-Worn),$3.42,$3.57
P250 | Contamination (Battle-Scarred),$0.38,$0.39
P250 | Contamination (Factory New),$1.06,$1.10
P250 | Contamination (Field-Tested),$0.47,$0.49
P250 | Contamination (Minimal Wear),$0.74,$0.77
P250 | Contamination (Well-Worn),$0.49,$0.51
P250 | Crimson Kimono (Battle-Scarred),$3.81,$3.98
P250 | Crimson Kimono (Factory New),$4.56,$4.76
P250 | Crimson Kimono (Field-Tested),$3.72,$3.88
P250 | Crimson Kimono (Minimal Wear),$3.98,$4.16
P250 | Crimson Kimono (Well-Worn),$3.99,$4.17
P250 | Dark Filigree (Battle-Scarred),$0.66,$0.69
P250 | Dark Filigree (Factory New),$1.06,$1.10
P250 | Dark Filigree (Field-Tested),$0.61,$0.63
P250 | Dark Filigree (Minimal Wear),$0.69,$0.72
P250 | Dark Filigree (Well-Worn),$0.61,$0.63
P250 | Exchanger (Battle-Scarred),$0.51,$0.53
P250 | Exchanger (Factory New),$0.77,$0.80
P250 | Exchanger (Field-Tested),$0.41,$0.42
P250 | Exchanger (Minimal Wear),$0.61,$0.63
P250 | Exchanger (Well-Worn),$0.38,$0.39
P250 | Facets (Battle-Scarred),$1.19,$1.24
P250 | Facets (Factory New),$54.60,$57.08
P250 | Facets (Field-Tested),$1.01,$1.05
P250 | Facets (Minimal Wear),$1.90,$1.98
P250 | Facets (Well-Worn),$1.54,$1.61
P250 | Facility Draft (Battle-Scarred),$0.03,$0.04
P250 | Facility Draft (Factory New),$0.07,$0.08
P250 | Facility Draft (Field-Tested),$0.03,$0.04
P250 | Facility Draft (Minimal Wear),$0.04,$0.05
P250 | Facility Draft (Well-Worn),$0.04,$0.05
P250 | Franklin (Factory New),$1.73,$1.80
P250 | Franklin (Field-Tested),$0.91,$0.95
P250 | Franklin (Minimal Wear),$1.18,$1.23
P250 | Franklin (Well-Worn),$2.68,$2.80
P250 | Gunsmoke (Battle-Scarred),$0.34,$0.35
P250 | Gunsmoke (Factory New),$12.65,$13.22
P250 | Gunsmoke (Field-Tested),$0.41,$0.42
P250 | Gunsmoke (Minimal Wear),$1.45,$1.51
P250 | Gunsmoke (Well-Worn),$0.88,$0.92
P250 | Hive (Factory New),$1.91,$1.99
P250 | Hive (Field-Tested),$1.24,$1.29
P250 | Hive (Minimal Wear),$1.46,$1.52
P250 | Inferno (Battle-Scarred),$0.38,$0.39
P250 | Inferno (Factory New),$1.12,$1.17
P250 | Inferno (Field-Tested),$0.45,$0.47
P250 | Inferno (Minimal Wear),$0.66,$0.69
P250 | Inferno (Well-Worn),$0.53,$0.55
P250 | Iron Clad (Battle-Scarred),$0.10,$0.11
P250 | Iron Clad (Factory New),$0.37,$0.38
P250 | Iron Clad (Field-Tested),$0.11,$0.12
P250 | Iron Clad (Minimal Wear),$0.15,$0.16
P250 | Iron Clad (Well-Worn),$0.11,$0.12
P250 | Mehndi (Battle-Scarred),$6.68,$6.98
P250 | Mehndi (Factory New),$16.48,$17.22
P250 | Mehndi (Field-Tested),$8.76,$9.15
P250 | Mehndi (Minimal Wear),$8.98,$9.38
P250 | Mehndi (Well-Worn),$7.31,$7.64
P250 | Metallic DDPAT (Factory New),$0.17,$0.18
P250 | Metallic DDPAT (Minimal Wear),$0.17,$0.18
P250 | Mint Kimono (Battle-Scarred),$0.50,$0.52
P250 | Mint Kimono (Factory New),$1.44,$1.50
P250 | Mint Kimono (Field-Tested),$0.56,$0.58
P250 | Mint Kimono (Minimal Wear),$0.85,$0.88
P250 | Mint Kimono (Well-Worn),$0.51,$0.53
P250 | Modern Hunter (Battle-Scarred),$4.47,$4.67
P250 | Modern Hunter (Factory New),$266.38,$278.48
P250 | Modern Hunter (Field-Tested),$4.32,$4.51
P250 | Modern Hunter (Minimal Wear),$14.68,$15.34
P250 | Modern Hunter (Well-Worn),$5.75,$6.01
P250 | Muertos (Battle-Scarred),$3.54,$3.70
P250 | Muertos (Factory New),$5.26,$5.49
P250 | Muertos (Field-Tested),$2.98,$3.11
P250 | Muertos (Minimal Wear),$3.38,$3.53
P250 | Muertos (Well-Worn),$6.03,$6.30
P250 | Nevermore (Factory New),$1.08,$1.12
P250 | Nevermore (Field-Tested),$0.48,$0.50
P250 | Nevermore (Minimal Wear),$0.73,$0.76
P250 | Nevermore (Well-Worn),$0.66,$0.69
P250 | Nuclear Threat (Battle-Scarred),$7.65,$7.99
P250 | Nuclear Threat (Factory New),$174.63,$182.56
P250 | Nuclear Threat (Field-Tested),$8.42,$8.80
P250 | Nuclear Threat (Minimal Wear),$32.19,$33.65
P250 | Nuclear Threat (Well-Worn),$9.83,$10.27
P250 | Red Rock (Battle-Scarred),$1.61,$1.68
P250 | Red Rock (Factory New),$4.85,$5.07
P250 | Red Rock (Field-Tested),$2.47,$2.58
P250 | Red Rock (Minimal Wear),$3.26,$3.40
P250 | Red Rock (Well-Worn),$1.73,$1.80
P250 | Ripple (Battle-Scarred),$0.09,$0.10
P250 | Ripple (Factory New),$0.20,$0.21
P250 | Ripple (Field-Tested),$0.08,$0.09
P250 | Ripple (Minimal Wear),$0.12,$0.13
P250 | Ripple (Well-Worn),$0.11,$0.12
P250 | Sand Dune (Battle-Scarred),$0.03,$0.04
P250 | Sand Dune (Factory New),$0.27,$0.28
P250 | Sand Dune (Field-Tested),$0.03,$0.04
P250 | Sand Dune (Minimal Wear),$0.04,$0.05
P250 | Sand Dune (Well-Worn),$0.03,$0.04
P250 | See Ya Later (Battle-Scarred),$4.99,$5.21
P250 | See Ya Later (Factory New),$12.81,$13.39
P250 | See Ya Later (Field-Tested),$4.87,$5.09
P250 | See Ya Later (Minimal Wear),$7.59,$7.93
P250 | See Ya Later (Well-Worn),$6.41,$6.70
P250 | Splash (Factory New),$22.06,$23.06
P250 | Splash (Field-Tested),$8.23,$8.60
P250 | Splash (Minimal Wear),$8.78,$9.17
P250 | Steel Disruption (Factory New),$0.77,$0.80
P250 | Steel Disruption (Field-Tested),$1.02,$1.06
P250 | Steel Disruption (Minimal Wear),$0.80,$0.83
P250 | Supernova (Factory New),$1.07,$1.11
P250 | Supernova (Field-Tested),$0.45,$0.47
P250 | Supernova (Minimal Wear),$0.66,$0.69
P250 | Supernova (Well-Worn),$0.84,$0.87
P250 | Undertow (Factory New),$22.85,$23.88
P250 | Undertow (Field-Tested),$11.69,$12.22
P250 | Undertow (Minimal Wear),$15.77,$16.48
P250 | Valence (Battle-Scarred),$0.14,$0.15
P250 | Valence (Factory New),$0.66,$0.69
P250 | Valence (Field-Tested),$0.14,$0.15
P250 | Valence (Minimal Wear),$0.24,$0.25
P250 | Valence (Well-Worn),$0.28,$0.29
P250 | Verdigris (Battle-Scarred),$0.13,$0.14
P250 | Verdigris (Factory New),$0.45,$0.47
P250 | Verdigris (Field-Tested),$0.15,$0.16
P250 | Verdigris (Minimal Wear),$0.25,$0.26
P250 | Verdigris (Well-Worn),$0.20,$0.21
P250 | Vino Primo (Battle-Scarred),$6.79,$7.09
P250 | Vino Primo (Factory New),$21.16,$22.12
P250 | Vino Primo (Field-Tested),$9.24,$9.66
P250 | Vino Primo (Minimal Wear),$14.35,$15.00
P250 | Vino Primo (Well-Worn),$7.42,$7.75
P250 | Whiteout (Battle-Scarred),$3.53,$3.69
P250 | Whiteout (Factory New),$87.35,$91.32
P250 | Whiteout (Field-Tested),$3.59,$3.75
P250 | Whiteout (Minimal Wear),$10.20,$10.66
P250 | Whiteout (Well-Worn),$3.44,$3.59
P250 | Wingshot (Battle-Scarred),$1.00,$1.04
P250 | Wingshot (Factory New),$3.82,$3.99
P250 | Wingshot (Field-Tested),$1.07,$1.11
P250 | Wingshot (Minimal Wear),$1.81,$1.89
P250 | Wingshot (Well-Worn),$1.01,$1.05
P250 | X-Ray (Factory New),$0.51,$0.53
P250 | X-Ray (Field-Tested),$0.36,$0.37
P250 | X-Ray (Minimal Wear),$0.39,$0.40
P90 | Ash Wood (Factory New),$0.17,$0.18
P90 | Ash Wood (Field-Tested),$0.15,$0.16
P90 | Ash Wood (Minimal Wear),$0.15,$0.16
P90 | Ash Wood (Well-Worn),$0.12,$0.13
P90 | Asiimov (Battle-Scarred),$7.10,$7.42
P90 | Asiimov (Factory New),$37.13,$38.81
P90 | Asiimov (Field-Tested),$8.69,$9.08
P90 | Asiimov (Minimal Wear),$17.21,$17.99
P90 | Asiimov (Well-Worn),$7.51,$7.85
P90 | Astral Jörmungandr (Battle-Scarred),$61.12,$63.89
P90 | Astral Jörmungandr (Factory New),$65.54,$68.51
P90 | Astral Jörmungandr (Field-Tested),$60.04,$62.76
P90 | Astral Jörmungandr (Minimal Wear),$62.22,$65.04
P90 | Astral Jörmungandr (Well-Worn),$125.54,$131.24
P90 | Baroque Red (Battle-Scarred),$5.64,$5.89
P90 | Baroque Red (Factory New),$5.47,$5.71
P90 | Baroque Red (Field-Tested),$4.99,$5.21
P90 | Baroque Red (Minimal Wear),$5.22,$5.45
P90 | Baroque Red (Well-Worn),$5.03,$5.25
P90 | Blind Spot (Battle-Scarred),$2.33,$2.43
P90 | Blind Spot (Factory New),$4.02,$4.20
P90 | Blind Spot (Field-Tested),$2.82,$2.94
P90 | Blind Spot (Minimal Wear),$3.26,$3.40
P90 | Blind Spot (Well-Worn),$2.51,$2.62
P90 | Chopper (Battle-Scarred),$0.71,$0.74
P90 | Chopper (Factory New),$1.74,$1.81
P90 | Chopper (Field-Tested),$0.69,$0.72
P90 | Chopper (Minimal Wear),$1.07,$1.11
P90 | Chopper (Well-Worn),$0.97,$1.01
P90 | Cold Blooded (Factory New),$33.14,$34.64
P90 | Cold Blooded (Minimal Wear),$76.72,$80.20
P90 | Death by Kitty (Field-Tested),$32.15,$33.61
P90 | Death by Kitty (Minimal Wear),$62.77,$65.62
P90 | Death Grip (Battle-Scarred),$2.68,$2.80
P90 | Death Grip (Factory New),$5.65,$5.90
P90 | Death Grip (Field-Tested),$2.46,$2.57
P90 | Death Grip (Minimal Wear),$3.53,$3.69
P90 | Death Grip (Well-Worn),$2.22,$2.32
P90 | Desert Warfare (Battle-Scarred),$3.33,$3.48
P90 | Desert Warfare (Factory New),$2.01,$2.10
P90 | Desert Warfare (Field-Tested),$8.82,$9.22
P90 | Desert Warfare (Minimal Wear),$1.35,$1.41
P90 | Desert Warfare (Well-Worn),$1.89,$1.97
P90 | Elite Build (Battle-Scarred),$0.15,$0.16
P90 | Elite Build (Factory New),$1.38,$1.44
P90 | Elite Build (Field-Tested),$0.18,$0.19
P90 | Elite Build (Minimal Wear),$0.35,$0.36
P90 | Elite Build (Well-Worn),$0.16,$0.17
P90 | Emerald Dragon (Battle-Scarred),$66.04,$69.04
P90 | Emerald Dragon (Factory New),$246.40,$257.60
P90 | Emerald Dragon (Field-Tested),$67.67,$70.74
P90 | Emerald Dragon (Minimal Wear),$75.74,$79.18
P90 | Emerald Dragon (Well-Worn),$65.51,$68.48
P90 | Facility Negative (Battle-Scarred),$0.38,$0.39
P90 | Facility Negative (Factory New),$0.71,$0.74
P90 | Facility Negative (Field-Tested),$0.39,$0.40
P90 | Facility Negative (Minimal Wear),$0.61,$0.63
P90 | Facility Negative (Well-Worn),$0.42,$0.43
P90 | Fallout Warning (Battle-Scarred),$3.24,$3.38
P90 | Fallout Warning (Factory New),$48.93,$51.15
P90 | Fallout Warning (Field-Tested),$3.43,$3.58
P90 | Fallout Warning (Minimal Wear),$6.32,$6.60
P90 | Fallout Warning (Well-Worn),$3.49,$3.64
P90 | Glacier Mesh (Battle-Scarred),$4.75,$4.96
P90 | Glacier Mesh (Factory New),$14.43,$15.08
P90 | Glacier Mesh (Field-Tested),$2.55,$2.66
P90 | Glacier Mesh (Minimal Wear),$3.14,$3.28
P90 | Glacier Mesh (Well-Worn),$2.73,$2.85
P90 | Grim (Battle-Scarred),$0.16,$0.17
P90 | Grim (Factory New),$0.91,$0.95
P90 | Grim (Field-Tested),$0.17,$0.18
P90 | Grim (Minimal Wear),$0.38,$0.39
P90 | Grim (Well-Worn),$0.31,$0.32
P90 | Leather (Battle-Scarred),$1.90,$1.98
P90 | Leather (Factory New),$5.77,$6.03
P90 | Leather (Field-Tested),$2.33,$2.43
P90 | Leather (Minimal Wear),$3.00,$3.13
P90 | Leather (Well-Worn),$2.09,$2.18
P90 | Module (Factory New),$0.81,$0.84
P90 | Module (Field-Tested),$0.57,$0.59
P90 | Module (Minimal Wear),$0.56,$0.58
P90 | Nostalgia (Battle-Scarred),$2.93,$3.06
P90 | Nostalgia (Factory New),$6.90,$7.21
P90 | Nostalgia (Field-Tested),$3.58,$3.74
P90 | Nostalgia (Minimal Wear),$4.65,$4.86
P90 | Nostalgia (Well-Worn),$3.17,$3.31
P90 | Off World (Battle-Scarred),$0.12,$0.13
P90 | Off World (Factory New),$0.40,$0.41
P90 | Off World (Field-Tested),$0.12,$0.13
P90 | Off World (Minimal Wear),$0.22,$0.23
P90 | Off World (Well-Worn),$0.17,$0.18
P90 | Sand Spray (Battle-Scarred),$0.03,$0.04
P90 | Sand Spray (Factory New),$0.14,$0.15
P90 | Sand Spray (Field-Tested),$0.03,$0.04
